ID	FILE	AUTHOR	BORN-DIED	TITLE	DATE	TECHNIQUE	LOCATION	FORM	TYPE	SCHOOL	TIMELINE	URL
12537	12537.jpg	DYCK, Sir Anthony van	(b. 1599, Antwerpen, d. 1641, London)	Golgotha	1630	Oil on canvas	Sint-Michielskerk, Ghent	painting	religious	Flemish	1601-1650	http://www.wga.hu/html/d/dyck_van/3other/golgotha.html
12538	12538.jpg	DYCK, Sir Anthony van	(b. 1599, Antwerpen, d. 1641, London)	Blessed Joseph Hermann	1629	Oil on canvas, 160 x 128 cm	Kunsthistorisches Museum, Vienna	painting	religious	Flemish	1601-1650	http://www.wga.hu/html/d/dyck_van/3other/hermann.html
12539	12539.jpg	DYCK, Sir Anthony van	(b. 1599, Antwerpen, d. 1641, London)	St Jerome	1615-16	Oil on canvas, 158 x 131 cm	Liechtenstein Museum, Vienna	painting	religious	Flemish	1601-1650	http://www.wga.hu/html/d/dyck_van/3other/jerome.html
12540	12540.jpg	DYCK, Sir Anthony van	(b. 1599, Antwerpen, d. 1641, London)	Jupiter and Antiope	-	Oil on canvas, 150 x 206 cm	Museum voor Schone Kunsten, Ghent	painting	mythological	Flemish	1601-1650	http://www.wga.hu/html/d/dyck_van/3other/jupiter.html
12541	12541.jpg	DYCK, Sir Anthony van	(b. 1599, Antwerpen, d. 1641, London)	The Lamentation of Christ	-	Oil on canvas, 115 x 208 cm	Koninklijk Museum voor Schone Kunsten, Antwerp	painting	religious	Flemish	1601-1650	http://www.wga.hu/html/d/dyck_van/3other/lamentat.html
12542	12542.jpg	DYCK, Sir Anthony van	(b. 1599, Antwerpen, d. 1641, London)	Pentecost	1618-20	Oil on canvas, 265 x 221 cm	Staatliche Museen, Berlin	painting	religious	Flemish	1601-1650	http://www.wga.hu/html/d/dyck_van/3other/pentecos.html
12543	12543.jpg	DYCK, Sir Anthony van	(b. 1599, Antwerpen, d. 1641, London)	St Martin Dividing his Cloak	c. 1618	Oil on panel, 171,6 x 158 cm	St Martin, Zaventem	painting	religious	Flemish	1601-1650	http://www.wga.hu/html/d/dyck_van/3other/s_martin.html
12544	12544.jpg	DYCK, Sir Anthony van	(b. 1599, Antwerpen, d. 1641, London)	St George and the Dragon	-	Oil on canvas	Sint-Jacobskerk, Antwerp	painting	religious	Flemish	1601-1650	http://www.wga.hu/html/d/dyck_van/3other/stgeorge.html
12545	12545.jpg	DYCK, Sir Anthony van	(b. 1599, Antwerpen, d. 1641, London)	Studies of a Man's Head	-	Oil on panel, 53 x 98 cm	Rockox House, Antwerp	painting	study	Flemish	1601-1650	http://www.wga.hu/html/d/dyck_van/3other/studies.html
12546	12546.jpg	DYCK, Sir Anthony van	(b. 1599, Antwerpen, d. 1641, London)	Susanna and the Elders	1621-22	Oil on canvas, 194 x 144 cm	Alte Pinakothek, Munich	painting	religious	Flemish	1601-1650	http://www.wga.hu/html/d/dyck_van/3other/susanna.html
12547	12547.jpg	DYCK, Sir Anthony van	(b. 1599, Antwerpen, d. 1641, London)	The Tribute Money	1619-20	Oil on canvas, 115 x 103 cm	Private collection	painting	religious	Flemish	1601-1650	http://www.wga.hu/html/d/dyck_van/3other/tribute.html
12548	12548.jpg	DYCK, Sir Anthony van	(b. 1599, Antwerpen, d. 1641, London)	The Tribute Money (detail)	1619-20	Oil on canvas	Private collection	painting	religious	Flemish	1601-1650	http://www.wga.hu/html/d/dyck_van/3other/tribute1.html
12549	12549.jpg	DYCK, Sir Anthony van	(b. 1599, Antwerpen, d. 1641, London)	Venus Asks Vulcan to Cast Arms for her Son Aeneas	1630-32	Oil on canvas, 220 x 145 cm	Musée du Louvre, Paris	painting	mythological	Flemish	1601-1650	http://www.wga.hu/html/d/dyck_van/3other/venusvul.html
12550	12550.jpg	DYCK, Sir Anthony van	(b. 1599, Antwerpen, d. 1641, London)	Virgin with Donors	c. 1630	Oil on canvas,250 x 191 cm	Musée du Louvre, Paris	painting	religious	Flemish	1601-1650	http://www.wga.hu/html/d/dyck_van/3other/virgin.html
12551	12551.jpg	DYCK, Sir Anthony van	(b. 1599, Antwerpen, d. 1641, London)	St. Mary's Church at Rye, England	1634	Pen drawing	Galleria degli Uffizi, Florence	graphics	landscape	Flemish	1601-1650	http://www.wga.hu/html/d/dyck_van/graphics/church.html
12552	12552.jpg	DYCK, Sir Anthony van	(b. 1599, Antwerpen, d. 1641, London)	Portrait of Pieter Bruegel the Younger	-	Pen drawing	Teylers Museum, Haarlem	graphics	portrait	Flemish	1601-1650	http://www.wga.hu/html/d/dyck_van/graphics/portbrue.html
12553	12553.jpg	DYCK, Sir Anthony van	(b. 1599, Antwerpen, d. 1641, London)	Nicolaas Rockox	-	Drawing	Royal Collection, Windsor	graphics	portrait	Flemish	1601-1650	http://www.wga.hu/html/d/dyck_van/graphics/rockox.html
12554	12554.jpg	EAKINS, Thomas	(b. 1844, Philadelphia, d. 1916, Philadelphia)	Clara	c. 1900	Oil on canvas, 61 x 51 cm	Musée d'Orsay, Paris	painting	portrait	American	1851-1900	http://www.wga.hu/html/e/eakins/clara.html
12555	12555.jpg	EAKINS, Thomas	(b. 1844, Philadelphia, d. 1916, Philadelphia)	The Champion Single Sculls (Max Schmitt in a Single Scull)	1871	Oil on canvas, 83 x 118 cm	Metropolitan Museum of Art, New York	painting	landscape	American	1851-1900	http://www.wga.hu/html/e/eakins/sculls.html
12556	12556.jpg	EARL, Ralph	(b. 1751, Shrewsbury, d. 1801, Bolton)	Elijah Boardman	1789	Oil on canvas, 211 x 130 cm	Metropolitan Museum of Art, New York	painting	portrait	American	1751-1800	http://www.wga.hu/html/e/earl/boardman.html
12557	12557.jpg	EARLOM, Richard	(b. 1743, London, d. 1822, London)	Flowers	1778	Etching, mezzotint, 3rd state, 650 x 480 mm	The Hermitage, St. Petersburg	graphics	still-life	English	1751-1800	http://www.wga.hu/html/e/earlom/flowers.html
12558	12558.jpg	EBERLEIN, Gustav Heinrich	(b. 1847, Spiekershausen, d. 1926, Berlin)	Goethe Monument	1904	Marble	Villa Borghese, Rome	sculpture	portrait	German	1851-1900	http://www.wga.hu/html/e/eberleix/goethe.html
12559	12559.jpg	EBERLEIN, Gustav Heinrich	(b. 1847, Spiekershausen, d. 1926, Berlin)	Kaiser Wilhelm I	-	Stone, life-size	Kaiser-Wilhelm-Museum, Krefeld	sculpture	portrait	German	1851-1900	http://www.wga.hu/html/e/eberleix/kaiser.html
12560	12560.jpg	EBERLEIN, Gustav Heinrich	(b. 1847, Spiekershausen, d. 1926, Berlin)	Venus Reprimanding Cupid	1893	White marble, height 127 cm	Private collection	sculpture	mythological	German	1851-1900	http://www.wga.hu/html/e/eberleix/venus.html
12561	12561.jpg	EBERLEIN, Gustav Heinrich	(b. 1847, Spiekershausen, d. 1926, Berlin)	Venus Reprimanding Cupid (detail)	1893	White marble	Private collection	sculpture	mythological	German	1851-1900	http://www.wga.hu/html/e/eberleix/venus1.html
12562	12562.jpg	EBERLEIN, Johann Friedrich	(b. 1695, Dresden, d. 1749, Meissen)	A Pair of Gilt-Bronze-Mounted Meissen Porcelain Candelabra	c. 1755	Porcelain, gilt-bronze mount, height 41 cm	Private collection	ceramics	other	German	1701-1750	http://www.wga.hu/html/e/eberlein/candelab.html
12563	12563.jpg	ECKARDT, Christian Frederik Emil	(b. 1832, København, d. 1914, København)	A Frigate, Calm Seas	1867	Oil on canvas, 58 x 92 cm	Private collection	painting	landscape	Danish	1851-1900	http://www.wga.hu/html/e/eckardt/calmseas.html
12564	12564.jpg	ECKERSBERG, Christoffer Wilhelm	(b. 1783, Blakrog, d. 1853, København)	A Brig under Sail in Fair Weather	1844-45	Oil on canvas, 47 x 69 cm	Private collection	painting	landscape	Danish	1801-1850	http://www.wga.hu/html/e/eckersbe/brigsail.html
12565	12565.jpg	ECKERSBERG, Christoffer Wilhelm	(b. 1783, Blakrog, d. 1853, København)	Morning Toilette	c. 1837	Oil on canvas, 32 x 25 cm	Hirschsprung Collection, Copenhagen	painting	genre	Danish	1801-1850	http://www.wga.hu/html/e/eckersbe/morningt.html
12566	12566.jpg	ECKERSBERG, Christoffer Wilhelm	(b. 1783, Blakrog, d. 1853, København)	Seated Nude Model	1839	Oil on canvas, 45 x 33 cm	Musée du Louvre, Paris	painting	other	Danish	1801-1850	http://www.wga.hu/html/e/eckersbe/nude_mod.html
12567	12567.jpg	ECKERSBERG, Christoffer Wilhelm	(b. 1783, Blakrog, d. 1853, København)	The Cloisters, San Lorenzo fuori le mura	1824	Oil on canvas, 58 x 79 cm	Art Institute, Chicago	painting	landscape	Danish	1801-1850	http://www.wga.hu/html/e/eckersbe/slorenzo.html
12568	12568.jpg	ECKERSBERG, Christoffer Wilhelm	(b. 1783, Blakrog, d. 1853, København)	A Section of the Via Sacra, Rome	1814-15	Oil on canvas, 31 x 44 cm	Metropolitan Museum of Art, New York	painting	landscape	Danish	1801-1850	http://www.wga.hu/html/e/eckersbe/viasacra.html
12569	12569.jpg	EDELFELT, Albert	(b. 1854, Kiala Estate, d. 1905, Haikko)	In the Luxembourg Gardens	1887	Oil on canvas, 144 x 188 cm	Atheneumin Taidemuseo, Helsinki	painting	landscape	Finnish	1851-1900	http://www.wga.hu/html/e/edelfelt/luxembou.html
12570	12570.jpg	EDELFELT, Albert	(b. 1854, Kiala Estate, d. 1905, Haikko)	Paris in the Snow	1887	Oil on panel, 46 x 37 cm	Atheneumin Taidemuseo, Helsinki	painting	landscape	Finnish	1851-1900	http://www.wga.hu/html/e/edelfelt/parisnow.html
12571	12571.jpg	EDINGEN VAN AELST, Pieter van	(b. ca. 1450, Waterloo, d. 1531, Bruxelles)	The Miraculous Draught of Fishes	c. 1519	Tapestry in silk and wool, with silver-gilt threads, height 490 cm, width 441 cm	Musei Vaticani, Vatican	tapestry	religious	Flemish	1451-1500	http://www.wga.hu/html/e/edingen/raphael.html
12572	12572.jpg	EDINGEN VAN AELST, Pieter van	(b. ca. 1450, Waterloo, d. 1531, Bruxelles)	Washing of the Feet	1510s	Gold thread, silk and wool on a wollen warp, 300 x 315 cm	Rijksmuseum, Amsterdam	tapestry	religious	Flemish	1451-1500	http://www.wga.hu/html/e/edingen/washing.html
12573	12573.jpg	EDLINGER, Johann Georg	(b. 1741, Graz, d. 1819, München)	Family Portrait	c. 1800	Oil on oak, 94 x 110 cm	Neue Pinakothek, Munich	painting	portrait	Austrian	1751-1800	http://www.wga.hu/html/e/edlinger/family.html
12574	12574.jpg	EECKHOUT, Gerbrand van den	(b. 1621, Amsterdam, d. 1674, Amsterdam)	Abraham and the Three Angels	1656	Oil on canvas, 71 x 82 cm	The Hermitage, St. Petersburg	painting	religious	Dutch	1651-1700	http://www.wga.hu/html/e/eeckhout/abraham.html
12575	12575.jpg	EECKHOUT, Gerbrand van den	(b. 1621, Amsterdam, d. 1674, Amsterdam)	Portrait of Maria Dircksdr. Bogaert	1670	Oil on canvas, 75 x 64 cm	The Kremer Collection	painting	portrait	Dutch	1651-1700	http://www.wga.hu/html/e/eeckhout/bogaert.html
12576	12576.jpg	EECKHOUT, Gerbrand van den	(b. 1621, Amsterdam, d. 1674, Amsterdam)	Portrait of a Boy as Daifilo	1642	Oil on panel, 61 x 51 cm	Private collection	painting	portrait	Dutch	1651-1700	http://www.wga.hu/html/e/eeckhout/dafilo.html
12577	12577.jpg	EECKHOUT, Gerbrand van den	(b. 1621, Amsterdam, d. 1674, Amsterdam)	Elisha and the Shunammite Woman	1664	Oil on canvas, 112 x 159 cm	Szépmûvészeti Múzeum, Budapest	painting	religious	Dutch	1651-1700	http://www.wga.hu/html/e/eeckhout/eliseus.html
12578	12578.jpg	EECKHOUT, Gerbrand van den	(b. 1621, Amsterdam, d. 1674, Amsterdam)	Elisha and the Shunammite Woman (detail)	1664	Oil on canvas	Szépmûvészeti Múzeum, Budapest	painting	religious	Dutch	1651-1700	http://www.wga.hu/html/e/eeckhout/eliseus_.html
12579	12579.jpg	EECKHOUT, Gerbrand van den	(b. 1621, Amsterdam, d. 1674, Amsterdam)	Isaac Blessing Jacob	1642	Oil on canvas, 101 x 128 cm	Metropolitan Museum of Art, New York	painting	religious	Dutch	1651-1700	http://www.wga.hu/html/e/eeckhout/isaac.html
12580	12580.jpg	EECKHOUT, Gerbrand van den	(b. 1621, Amsterdam, d. 1674, Amsterdam)	Isaac Blessing Jacob (detail)	1642	Oil on canvas	Metropolitan Museum of Art, New York	painting	religious	Dutch	1651-1700	http://www.wga.hu/html/e/eeckhout/isaac1.html
12581	12581.jpg	EECKHOUT, Gerbrand van den	(b. 1621, Amsterdam, d. 1674, Amsterdam)	Jeroboam's Sacrifice at Bethel	1656	Oil on canvas, 203 x 158 cm	The Hermitage, St. Petersburg	painting	religious	Dutch	1651-1700	http://www.wga.hu/html/e/eeckhout/jeroboam.html
12582	12582.jpg	EECKHOUT, Gerbrand van den	(b. 1621, Amsterdam, d. 1674, Amsterdam)	The Last Supper	1664	Oil on canvas, 100 x 142 cm	Rijksmuseum, Amsterdam	painting	religious	Dutch	1651-1700	http://www.wga.hu/html/e/eeckhout/lastsupp.html
12583	12583.jpg	EECKHOUT, Gerbrand van den	(b. 1621, Amsterdam, d. 1674, Amsterdam)	Bathing Men	-	Oil on panel, 46 x 33 cm	Rijksmuseum, Amsterdam	painting	genre	Dutch	1651-1700	http://www.wga.hu/html/e/eeckhout/man_bath.html
12584	12584.jpg	EECKHOUT, Gerbrand van den	(b. 1621, Amsterdam, d. 1674, Amsterdam)	A Musical Party	c. 1652	Oil on canvas, 51 x 65 cm	Metropolitan Museum of Art, New York	painting	genre	Dutch	1651-1700	http://www.wga.hu/html/e/eeckhout/musical.html
12585	12585.jpg	EECKHOUT, Gerbrand van den	(b. 1621, Amsterdam, d. 1674, Amsterdam)	Portrait of a Family	1667	Oil on canvas, 85 x 100 cm	Szépmûvészeti Múzeum, Budapest	painting	portrait	Dutch	1651-1700	http://www.wga.hu/html/e/eeckhout/port_fam.html
12586	12586.jpg	EECKHOUT, Gerbrand van den	(b. 1621, Amsterdam, d. 1674, Amsterdam)	Presentation in the Temple	1671	Oil on wood, 59 x 48,5 cm	Szépmûvészeti Múzeum, Budapest	painting	religious	Dutch	1651-1700	http://www.wga.hu/html/e/eeckhout/presenta.html
12587	12587.jpg	EECKHOUT, Gerbrand van den	(b. 1621, Amsterdam, d. 1674, Amsterdam)	Scholar with his Books	1671	Oil on canvas, 64,5 x 49 cm	Szépmûvészeti Múzeum, Budapest	painting	genre	Dutch	1651-1700	http://www.wga.hu/html/e/eeckhout/scholar.html
12588	12588.jpg	EECKHOUT, Gerbrand van den	(b. 1621, Amsterdam, d. 1674, Amsterdam)	The Continence of Scipio	1660-65	Oil on canvas, 133 x 168 cm	Rijksmuseum, Amsterdam	painting	historical	Dutch	1651-1700	http://www.wga.hu/html/e/eeckhout/scipio.html
12589	12589.jpg	EECKHOUT, Gerbrand van den	(b. 1621, Amsterdam, d. 1674, Amsterdam)	St Francis of Assisi	1655	Oil on canvas, 55 x 46 cm	Private collection	painting	religious	Dutch	1651-1700	http://www.wga.hu/html/e/eeckhout/sfrancis.html
12590	12590.jpg	EECKHOUT, Gerbrand van den	(b. 1621, Amsterdam, d. 1674, Amsterdam)	Party on a Terrace	1652	Oil on canvas, 54 x 64 cm	Worcester Art Museum, Worcester	painting	genre	Dutch	1651-1700	http://www.wga.hu/html/e/eeckhout/terrace.html
12591	12591.jpg	EECKHOUT, Gerbrand van den	(b. 1621, Amsterdam, d. 1674, Amsterdam)	Tric-Trac Players	1653	Oil on canvas, 44 x 38 cm	Private collection	painting	genre	Dutch	1651-1700	http://www.wga.hu/html/e/eeckhout/trictrac.html
12592	12592.jpg	EECKHOUT, Gerbrand van den	(b. 1621, Amsterdam, d. 1674, Amsterdam)	Vertumnus and Pomona	1669	Oil on canvas, 127,5 x 103,5 cm	Szépmûvészeti Múzeum, Budapest	painting	mythological	Dutch	1651-1700	http://www.wga.hu/html/e/eeckhout/vertumnu.html
12593	12593.jpg	EECKHOUT, Gerbrand van den	(b. 1621, Amsterdam, d. 1674, Amsterdam)	The City Walls of Delft with the Mill Called The Rose	1640-45	Black chalk and gray wash, 127 x 194 mm	Institut Néerlandais, Paris	graphics	landscape	Dutch	1651-1700	http://www.wga.hu/html/e/eeckhout/z_delft.html
12594	12594.jpg	EERTVELT, Andries van	(b. 1590, Antwerpen, d. 1652, Antwerpen)	Mediterranean Coastal Scene	-	Oil on oak panel, 25 x 34 cm	Private collection	painting	landscape	Flemish	1601-1650	http://www.wga.hu/html/e/eertvelt/coastal.html
12595	12595.jpg	EERTVELT, Andries van	(b. 1590, Antwerpen, d. 1652, Antwerpen)	An Estuary Scene	-	Oil on canvas, 114 x 164 cm	Private collection	painting	landscape	Flemish	1601-1650	http://www.wga.hu/html/e/eertvelt/estuary.html
12596	12596.jpg	EERTVELT, Andries van	(b. 1590, Antwerpen, d. 1652, Antwerpen)	Battle of Lepanto	c. 1629	Oil on copper. 41 x 57 cm	Private collection	painting	historical	Flemish	1601-1650	http://www.wga.hu/html/e/eertvelt/lepanto.html
12597	12597.jpg	EERTVELT, Andries van	(b. 1590, Antwerpen, d. 1652, Antwerpen)	Sea Battle	1627-29	Oil on canvas, 134 x 166 cm	The Hermitage, St. Petersburg	painting	historical	Flemish	1601-1650	http://www.wga.hu/html/e/eertvelt/seabattl.html
12598	12598.jpg	EERTVELT, Andries van	(b. 1590, Antwerpen, d. 1652, Antwerpen)	Ships in Peril	1623	Oil on canvas, 170 x 315 cm	Museum voor Schone Kunsten, Ghent	painting	landscape	Flemish	1601-1650	http://www.wga.hu/html/e/eertvelt/ships_pe.html
12599	12599.jpg	EERTVELT, Andries van	(b. 1590, Antwerpen, d. 1652, Antwerpen)	Two Ships at Anchor	1640s	Oil on canvas, 64 x 98 cm	The Hermitage, St. Petersburg	painting	landscape	Flemish	1601-1650	http://www.wga.hu/html/e/eertvelt/twoships.html
12600	12600.jpg	EGELL, Johann Paul	(b. 1691, Mannheim, d. 1752, Mannheim)	Deposition	1740s	Limewood, 45 x 28 cm	Liebighaus, Frankfurt	sculpture	religious	German	1701-1750	http://www.wga.hu/html/e/egell/depositi.html
12601	12601.jpg	EGERI, Carl von	(b. ca. 1510, ?, d. 1562, Zürich)	Stained-Glass Panel	1551	Coloured and transparent glass, 43 x 22 cm	The Hermitage, St. Petersburg	stained-glass	other	Swiss	1501-1550	http://www.wga.hu/html/e/egeri/stained1.html
12602	12602.jpg	EGERI, Carl von	(b. ca. 1510, ?, d. 1562, Zürich)	Stained-Glass Panel	1542	Coloured and transparent glass, 42 x 33 cm	The Hermitage, St. Petersburg	stained-glass	other	Swiss	1501-1550	http://www.wga.hu/html/e/egeri/stained2.html
12603	12603.jpg	EGMONT, Justus van	(b. 1601, Leiden, d. 1674, Antwerpen)	Portrait of a Lady	-	Oil on canvas, 125 x 98 cm	Private collection	painting	portrait	Flemish	1601-1650	http://www.wga.hu/html/e/egmont/portlady.html
12604	12604.jpg	EGMONT, Justus van	(b. 1601, Leiden, d. 1674, Antwerpen)	Tapestry decoration	1665	Tapestry	Palazzo Mansi, Lucca	tapestry	other	Flemish	1601-1650	http://www.wga.hu/html/e/egmont/tapestry.html
12605	12605.jpg	EIGTVED, Nicolaj	(b. 1701, Egtved, d. 1754, København)	Exterior view	1749-1849	Photo	Frederiks Kirke, Copenhagen	architecture	other	Danish	1701-1750	http://www.wga.hu/html/e/eigtved/frederi1.html
12606	12606.jpg	EIGTVED, Nicolaj	(b. 1701, Egtved, d. 1754, København)	Exterior view	1749-1849	Photo	Frederiks Kirke, Copenhagen	architecture	other	Danish	1701-1750	http://www.wga.hu/html/e/eigtved/frederi2.html
12607	12607.jpg	EKELS, Jan II	(b. 1759, Amsterdam, d. 1793, Amsterdam)	Conversation Piece (The Sense of Smell)	c. 1791	Oil on canvas, 66 x 60 cm	Metropolitan Museum of Art, New York	painting	genre	Dutch	1751-1800	http://www.wga.hu/html/e/ekels/conversa.html
12608	12608.jpg	EKELS, Jan II	(b. 1759, Amsterdam, d. 1793, Amsterdam)	A Writer Trimming His Pen	1784	Oil on panel, 28 x 24 cm	Rijksmuseum, Amsterdam	painting	genre	Dutch	1751-1800	http://www.wga.hu/html/e/ekels/writer.html
12609	12609.jpg	ELIAERTS, Jan Frans	(b. 1761, Deurne, d. 1848, Antwerpen)	Bouquet of Flowers in a Sculpted Vase	-	Oil on canvas, 90 x 71 cm	Koninklijk Museum voor Schone Kunsten, Antwerp	painting	still-life	Belgian	1751-1800	http://www.wga.hu/html/e/eliaerts/bouquet.html
12610	12610.jpg	ELIAERTS, Jan Frans	(b. 1761, Deurne, d. 1848, Antwerpen)	Bouquet of Flowers in a Sculpted Vase (detail)	-	Oil on canvas	Koninklijk Museum voor Schone Kunsten, Antwerp	painting	still-life	Belgian	1751-1800	http://www.wga.hu/html/e/eliaerts/bouquet1.html
12611	12611.jpg	ELINGA, Pieter Janssens	(b. 1623, Bruges, d. before 1682, Amsterdam)	Interior with Seated Figures	-	Oil on canvas, 76 x 89 cm	Private collection	painting	interior	Dutch	1651-1700	http://www.wga.hu/html/e/elinga/interior.html
12612	12612.jpg	ELINGA, Pieter Janssens	(b. 1623, Bruges, d. before 1682, Amsterdam)	Reading Woman	-	Oil on canvas, 75,5 x 63,5 cm	Alte Pinakothek, Munich	painting	genre	Dutch	1651-1700	http://www.wga.hu/html/e/elinga/readingw.html
12613	12613.jpg	ELINGA, Pieter Janssens	(b. 1623, Bruges, d. before 1682, Amsterdam)	Room in a Dutch House	1668-72	Oil on canvas, 62 x 59 cm	The Hermitage, St. Petersburg	painting	interior	Dutch	1651-1700	http://www.wga.hu/html/e/elinga/room.html
12614	12614.jpg	ELSÄSSER, Sigmund	(d. ca. 1587)	Kolowrat Wedding	1580	Copperplate etching with watercolour on paper	Kunsthistorisches Museum, Vienna	graphics	historical	Austrian	1551-1600	http://www.wga.hu/html/e/elsasser/wedding1.html
12615	12615.jpg	ELSÄSSER, Sigmund	(d. ca. 1587)	Wedding Festival Book of Archduke Ferdinand II: Neptune	1582	Copperplate etching with watercolour on paper, 430 x 535 mm	Kunsthistorisches Museum, Vienna	graphics	historical	Austrian	1551-1600	http://www.wga.hu/html/e/elsasser/wedding2.html
12616	12616.jpg	ELSÄSSER, Sigmund	(d. ca. 1587)	Wedding Festival Book of Archduke Ferdinand II: Mercury and Carriage	1582	Copperplate etching with watercolour on paper, 430 x 545 mm	Kunsthistorisches Museum, Vienna	graphics	historical	Austrian	1551-1600	http://www.wga.hu/html/e/elsasser/wedding3.html
12617	12617.jpg	ELSEVIER, Louys Aernoutsz	(b. 1618, Leiden, d. 1675, Delft)	Interior of the Oude Kerk, Delft, Seen through a Stone Archway	1653	Oil on canvas pasted on panel, 55 x 45 cm	Museu Nacional de Arte Antiga, Lisbon	painting	interior	Dutch	1651-1700	http://www.wga.hu/html/e/elsevier/oudekerk.html
12618	12618.jpg	ELSHEIMER, Adam	(b. 1578, Frankfurt/Main, d. 1610, Roma)	Apollo and Coronis	1607-08	Oil on copper, 12,6 x 17,4 cm	Walker Art Gallery, Liverpool	painting	mythological	German	1551-1600	http://www.wga.hu/html/e/elsheime/apollo_c.html
12619	12619.jpg	ELSHEIMER, Adam	(b. 1578, Frankfurt/Main, d. 1610, Roma)	Apollo and the Cattle of Admetus	c. 1620	Oil on copper, 26 x 20 cm	Galleria degli Uffizi, Florence	painting	landscape	German	1551-1600	http://www.wga.hu/html/e/elsheime/apolloca.html
